	acousticness	danceability	instrumentalness	valence	energy	target
1097	0.00431	0.663	1.69e-05	0.521	0.92	0
1098	0.551	0.508	3.41e-06	0.565	0.687	0
1099	0.0897	0.745	0.0	0.645	0.921	0
1100	0.256	0.772	0.0	0.679	0.909	0
1101	0.125	0.761	2.1e-05	0.619	0.82	0
1102	0.167	0.761	0.0	0.82	0.829	0
1103	0.142	0.776	0.0	0.646	0.669	0
1104	0.204	0.685	0.0	0.776	0.731	0
1105	0.053	0.724	0.0	0.833	0.84	0
1106	0.206	0.746	1.84e-06	0.954	0.961	0
1107	0.163	0.817	0.00226	0.56	0.869	0
1108	0.0998	0.721	0.0	0.828	0.687	0
1109	0.39	0.732	0.0	0.818	0.801	0
1110	0.245	0.682	0.0	0.772	0.858	0
1111	0.132	0.73	0.0	0.789	0.701	0
1112	0.0786	0.724	0.0	0.851	0.904	0
1113	0.0244	0.68	0.0	0.524	0.954	0
1114	0.0724	0.827	0.0	0.51	0.646	0
1115	0.282	0.832	0.0	0.579	0.608	0
1116	0.163	0.688	0.0	0.589	0.719	0
1117	0.076	0.899	0.0	0.871	0.626	0
1118	0.0345	0.724	0.0	0.495	0.809	0
1119	0.0685	0.712	7.87e-05	0.656	0.841	0
1120	0.113	0.801	0.00424	0.938	0.822	0
1121	0.0869	0.49	0.0	0.656	0.894	0
1122	0.234	0.768	0.0	0.8	0.742	0
1123	0.0821	0.725	0.0	0.476	0.711	0
1124	0.803	0.612	3.29e-05	0.813	0.57	0
1125	0.189	0.67	0.0	0.794	0.679	0
1126	0.0525	0.779	0.0	0.924	0.659	0
1127	0.051	0.712	0.0	0.84	0.901	0
1128	0.0983	0.648	0.001	0.301	0.833	0
1129	0.00898	0.499	0.0	0.692	0.824	0
1130	0.004	0.385	0.0	0.548	0.866	0
1131	0.0313	0.561	2.34e-05	0.562	0.927	0
1132	0.00139	0.613	1.82e-06	0.532	0.874	0
1133	0.119	0.623	0.000227	0.718	0.956	0
1134	0.00494	0.616	0.0	0.531	0.961	0
1135	0.000965	0.607	0.0	0.376	0.889	0
1136	0.177	0.95	0.0	0.741	0.412	0
1137	0.222	0.63	0.0	0.814	0.815	0
1138	0.00593	0.608	0.0573	0.25	0.841	0
1139	0.0969	0.774	3.12e-05	0.758	0.626	0
1140	0.381	0.857	0.0	0.965	0.8	0
1141	0.102	0.44	1.7e-05	0.125	0.413	0
1142	0.0745	0.696	0.0	0.539	0.503	0
1143	0.197	0.633	0.0	0.643	0.592	0
1144	0.062	0.711	0.0	0.483	0.722	0
1145	0.0485	0.76	0.0	0.384	0.588	0
1146	0.0577	0.565	4.16e-05	0.392	0.782	0
1147	0.238	0.457	0.0	0.535	0.627	0
1148	0.56	0.622	0.0	0.361	0.593	0
1149	0.15	0.703	0.132	0.732	0.868	0
1150	0.115	0.66	1.59e-06	0.485	0.575	0
1151	0.0575	0.741	0.0	0.609	0.667	0
1152	0.0133	0.726	0.0	0.874	0.429	0
1153	0.0283	0.656	0.0	0.364	0.615	0
1154	0.00464	0.565	0.0	0.551	0.771	0
1155	0.97	0.549	0.132	0.117	0.371	0
1156	0.45	0.754	6.67e-05	0.673	0.762	0
1157	0.00728	0.741	0.000971	0.441	0.559	0
1158	0.549	0.87	0.00356	0.676	0.502	0
1159	0.281	0.718	3.29e-05	0.47	0.609	0
1160	0.00411	0.624	0.0	0.536	0.806	0
1161	0.0293	0.726	0.0101	0.75	0.769	0
1162	0.000339	0.905	2.05e-05	0.419	0.596	0
1163	0.00517	0.747	1.48e-05	0.16	0.592	0
1164	0.075	0.696	0.0	0.779	0.817	0
1165	0.0355	0.673	0.0	0.568	0.676	0
1166	0.032	0.607	0.0	0.521	0.718	0
1167	0.0303	0.415	7.64e-06	0.0951	0.369	0
1168	0.0905	0.648	0.0	0.497	0.532	0
1169	0.128	0.747	0.0	0.537	0.799	0
1170	0.238	0.76	8.09e-06	0.157	0.303	0
1171	0.401	0.763	1.16e-05	0.608	0.671	0
1172	0.0235	0.667	1.52e-05	0.585	0.648	0
1173	0.0102	0.833	0.0219	0.286	0.434	0
1174	0.122	0.803	5.81e-05	0.54	0.793	0
1175	0.0275	0.516	0.0	0.209	0.595	0
1176	0.00246	0.532	0.000111	0.242	0.778	0
1177	0.416	0.704	0.0	0.45	0.423	0
1178	0.013	0.853	0.0	0.853	0.56	0
1179	0.0561	0.623	0.0	0.371	0.656	0
1180	0.131	0.748	0.0	0.513	0.627	0
1181	0.33	0.736	0.000162	0.322	0.449	0
1182	0.0895	0.584	0.0	0.19	0.54	0
1183	0.304	0.804	0.0862	0.372	0.459	0
1184	0.581	0.825	0.0	0.933	0.652	0
1185	0.0991	0.608	0.0	0.441	0.86	0
1186	0.167	0.748	0.0	0.68	0.727	0
1187	0.0656	0.828	0.000876	0.446	0.433	0
1188	0.0921	0.72	0.0	0.716	0.802	0
1189	0.0319	0.646	0.0	0.791	0.795	0
1190	0.0643	0.755	1.59e-05	0.454	0.838	0
1191	0.00622	0.75	0.0	0.819	0.78	0
1192	0.0567	0.467	0.0	0.304	0.564	0
1193	0.11	0.66	0.0	0.376	0.867	0
1194	0.555	0.635	0.0	0.63	0.691	0
1195	0.071	0.375	0.0	0.472	0.862	0
1196	0.00738	0.352	0.0	0.716	0.843	0
1197	0.039	0.673	0.0	0.541	0.758	0
1198	0.0295	0.581	0.0	0.792	0.963	0
1199	0.0384	0.72	0.0	0.767	0.791	0
1200	0.069	0.599	0.137	0.254	0.803	0
1201	0.0181	0.62	0.0	0.769	0.869	0
1202	0.000704	0.657	0.00534	0.698	0.827	0
1203	0.0525	0.715	0.0	0.557	0.655	0
1204	0.0514	0.786	0.0	0.602	0.857	0
1205	0.0746	0.755	1.27e-06	0.719	0.832	0
1206	0.0715	0.859	0.0	0.875	0.697	0
1207	0.112	0.612	0.0	0.441	0.84	0
1208	0.0762	0.809	0.000371	0.797	0.628	0
1209	0.000979	0.842	1.34e-05	0.758	0.531	0
1210	0.0183	0.745	0.0	0.847	0.714	0
1211	0.162	0.725	2.13e-06	0.753	0.68	0
1212	0.0117	0.579	0.0	0.561	0.821	0
1213	0.0649	0.663	0.0	0.471	0.714	0
1214	0.00107	0.818	0.128	0.0953	0.799	0
1215	0.0378	0.81	1.82e-06	0.86	0.793	0
1216	0.0533	0.441	3.7e-06	0.281	0.87	0
1217	0.0215	0.688	0.0	0.731	0.702	0
1218	0.219	0.427	0.0	0.581	0.861	0
1219	0.0196	0.592	0.0	0.73	0.752	0
1220	0.403	0.753	0.0	0.787	0.801	0
1221	0.186	0.548	0.000263	0.428	0.532	0
1222	0.00901	0.635	0.00799	0.422	0.983	0
1223	0.0431	0.697	1.25e-05	0.289	0.527	0
1224	0.0208	0.583	0.0	0.556	0.786	0
1225	0.00373	0.862	6.14e-06	0.825	0.608	0
1226	0.119	0.68	2.86e-05	0.261	0.489	0
1227	0.161	0.772	0.0	0.744	0.648	0
1228	0.0532	0.709	5.15e-05	0.78	0.697	0
1229	0.455	0.627	0.0	0.488	0.56	0
1230	0.0394	0.567	0.0	0.381	0.678	0
1231	0.0495	0.547	0.0	0.262	0.513	0
1232	0.379	0.335	2.67e-05	0.13	0.582	0
1233	0.0363	0.468	0.0	0.479	0.786	0
1234	0.648	0.322	0.00297	0.191	0.508	0
1235	0.766	0.486	0.0	0.421	0.331	0
1236	0.0189	0.475	0.0	0.382	0.672	0
1237	0.912	0.361	7.79e-05	0.184	0.236	0
1238	0.447	0.519	0.0	0.293	0.684	0
1239	0.0353	0.576	6.68e-05	0.599	0.686	0
1240	0.0342	0.511	0.0	0.245	0.815	0
1241	0.0164	0.526	0.0	0.266	0.692	0
1242	0.0176	0.621	0.0	0.255	0.674	0
1243	0.117	0.673	0.0	0.638	0.813	0
1244	0.28	0.555	0.0	0.295	0.663	0
1245	0.379	0.534	0.0	0.407	0.508	0
1246	0.199	0.422	0.0	0.0974	0.336	0
1247	0.568	0.448	5.68e-05	0.308	0.412	0
1248	0.498	0.331	0.0	0.129	0.427	0
1249	0.0229	0.385	0.0	0.237	0.663	0
1250	0.0141	0.447	0.0	0.331	0.89	0
1251	0.0107	0.619	0.0	0.507	0.733	0
1252	0.202	0.497	0.0	0.225	0.604	0
1253	0.587	0.464	5.64e-06	0.209	0.225	0
1254	0.0298	0.306	0.0	0.149	0.742	0
1255	0.149	0.536	0.0	0.326	0.711	0
1256	0.000767	0.429	5.14e-05	0.233	0.636	0
1257	0.627	0.295	0.0	0.136	0.326	0
1258	0.0218	0.534	0.0	0.783	0.933	0
1259	0.104	0.475	0.0	0.729	0.92	0
1260	0.415	0.436	2.46e-06	0.352	0.618	0
1261	0.0458	0.704	0.0	0.96	0.928	0
1262	0.0166	0.543	0.0	0.728	0.944	0
1263	0.0108	0.534	0.0	0.435	0.862	0
1264	0.85	0.227	0.0	0.225	0.309	0
1265	0.193	0.732	1.25e-06	0.637	0.606	0
1266	0.322	0.659	0.0	0.961	0.848	0
1267	0.298	0.588	0.0	0.492	0.58	0
1268	0.0875	0.353	0.0	0.308	0.87	0
1269	0.225	0.696	2.22e-06	0.368	0.713	0
1270	0.00532	0.529	0.0	0.648	0.769	0
1271	0.000774	0.525	0.0	0.286	0.657	0
1272	0.187	0.423	0.0	0.0968	0.502	0
1273	0.00497	0.574	0.0	0.52	0.802	0
1274	0.000619	0.388	0.0	0.128	0.542	0
1275	0.0643	0.519	0.0	0.603	0.907	0
1276	0.00687	0.688	0.0	0.841	0.843	0
1277	0.807	0.569	9.35e-06	0.308	0.484	0
1278	0.0024	0.547	1.24e-06	0.179	0.511	0
1279	0.0198	0.511	0.0	0.544	0.831	0
1280	0.000937	0.676	8.94e-05	0.0484	0.79	0
1281	0.0646	0.587	0.0	0.593	0.791	0
1282	0.183	0.389	0.0	0.0963	0.525	0
1283	0.105	0.528	0.0	0.113	0.59	0
1284	0.0326	0.37	0.0	0.117	0.723	0
1285	0.0919	0.301	0.0	0.208	0.762	0
1286	0.0839	0.459	0.0	0.298	0.561	0
1287	0.0793	0.545	0.0	0.416	0.576	0
1288	0.471	0.495	0.0	0.332	0.71	0
1289	0.0832	0.492	0.0	0.336	0.656	0
1290	0.0551	0.401	0.0	0.171	0.7	0
1291	0.00392	0.436	1.12e-06	0.314	0.836	0
1292	0.0101	0.674	0.0	0.558	0.895	0
1293	0.133	0.566	0.0	0.393	0.766	0
1294	0.157	0.211	0.0	0.289	0.649	0
1295	0.196	0.305	0.0	0.547	0.726	0
1296	0.000127	0.237	0.0914	0.169	0.99	0
1297	1.51e-05	0.455	0.0012	0.0703	0.994	0
1298	7.94e-06	0.236	0.874	0.129	0.981	0
1299	0.00256	0.468	0.0	0.064	0.998	0
1300	0.000102	0.476	0.106	0.451	0.962	0
1301	8.35e-06	0.226	0.0379	0.323	0.553	0
1302	0.00105	0.495	0.0551	0.362	0.955	0
1303	5.83e-05	0.296	0.146	0.231	0.983	0
1304	1.84e-05	0.474	0.901	0.142	0.925	0
1305	0.000168	0.406	0.242	0.26	0.936	0
1306	8.12e-05	0.173	0.23	0.183	0.927	0
1307	1.01e-05	0.404	0.556	0.153	0.989	0
1308	0.000393	0.456	0.0432	0.0399	0.97	0
1309	0.0147	0.242	0.0562	0.199	0.96	0
1310	4.42e-05	0.472	0.823	0.186	0.942	0
1311	2.95e-05	0.227	0.792	0.116	0.921	0
1312	5.73e-05	0.444	0.00704	0.292	0.943	0
1313	8.53e-05	0.17	0.976	0.11	0.866	0
1314	4.19e-05	0.276	0.181	0.149	0.919	0
1315	6.49e-05	0.401	0.116	0.191	0.988	0
1316	7.53e-05	0.398	0.0076	0.245	0.974	0
1317	0.000696	0.566	0.0164	0.15	0.986	0
1318	0.000103	0.39	0.941	0.102	0.978	0
1319	2.67e-05	0.336	0.00362	0.131	0.983	0
1320	0.00545	0.48	0.283	0.146	0.984	0
1321	0.000273	0.285	0.797	0.201	0.989	0
1322	4.95e-05	0.428	0.955	0.0533	0.997	0
1323	0.000283	0.256	0.0196	0.11	0.98	0
1324	0.000102	0.491	0.363	0.14	0.928	0
1325	0.000673	0.274	0.156	0.102	0.925	0
1326	0.00125	0.217	0.00139	0.0658	0.98	0
1327	4.58e-05	0.261	7.33e-06	0.316	0.863	0
1328	1.35e-05	0.517	1.44e-05	0.194	0.991	0
1329	0.000482	0.258	0.000489	0.16	0.905	0
1330	1.2e-05	0.484	0.188	0.165	0.98	0
1331	6.56e-05	0.387	0.226	0.0536	0.967	0
1332	0.00029	0.424	2.13e-05	0.0914	0.992	0
1333	0.000111	0.45	0.251	0.172	0.986	0
1334	2.13e-05	0.222	0.00644	0.16	0.985	0
1335	5.4e-05	0.455	0.00193	0.448	0.973	0
1336	0.000123	0.398	0.458	0.134	0.955	0
1337	8.8e-06	0.399	0.358	0.254	0.877	0
1338	3.28e-05	0.401	0.753	0.372	0.921	0
1339	1.94e-05	0.209	0.0118	0.114	0.955	0
1340	1.56e-05	0.493	0.00733	0.17	0.964	0
1341	0.00115	0.339	1.56e-05	0.273	0.958	0
1342	5.32e-05	0.458	8.97e-05	0.154	0.957	0
1343	1.45e-05	0.263	0.876	0.251	0.896	0
1344	0.00192	0.482	0.000454	0.245	0.968	0
1345	2.21e-05	0.379	0.877	0.156	0.979	0
1346	2.05e-05	0.535	0.000149	0.431	0.974	0
1347	1.69e-05	0.329	0.641	0.372	0.993	0
1348	4.55e-05	0.162	0.867	0.119	0.957	0
1349	5.41e-06	0.389	0.954	0.0637	0.985	0
1350	0.00631	0.636	4.14e-05	0.334	0.802	0
1351	0.0145	0.716	3.22e-05	0.566	0.972	0
1352	0.0049	0.596	0.00019	0.232	0.921	0
1353	0.00075	0.616	0.0777	0.332	0.946	0
1354	0.0106	0.633	0.54	0.493	0.926	0
1355	0.0012	0.605	0.000596	0.22	0.92	0
1356	0.654	0.176	0.591	0.0622	0.479	0
1357	0.218	0.385	1.57e-06	0.0703	0.404	0
1358	0.328	0.68	0.0	0.396	0.593	0
1359	0.0171	0.726	0.00106	0.531	0.889	0
1360	0.773	0.741	2.84e-06	0.198	0.219	0
1361	0.498	0.587	0.000663	0.431	0.554	0
1362	2.54e-05	0.321	0.235	0.174	0.751	0
1363	0.263	0.697	0.0	0.275	0.692	0
1364	0.712	0.483	0.0	0.519	0.524	0
1365	0.285	0.498	0.0	0.261	0.436	0
1366	0.0262	0.635	0.00337	0.493	0.575	0
1367	0.364	0.819	0.0313	0.93	0.677	0
1368	0.564	0.676	0.000142	0.327	0.508	0
1369	0.873	0.657	0.0	0.24	0.427	0
1370	0.0989	0.483	0.000409	0.223	0.747	0
1371	0.264	0.62	0.0	0.572	0.529	0
1372	0.669	0.751	3.57e-06	0.468	0.489	0
1373	0.765	0.767	0.000727	0.375	0.445	0
1374	0.164	0.844	0.0	0.575	0.32	0
1375	0.253	0.743	0.00267	0.397	0.886	0
1376	0.107	0.54	0.000811	0.655	0.408	0
1377	0.224	0.657	0.00432	0.184	0.536	0
1378	0.532	0.549	3.44e-05	0.621	0.451	0
1379	0.859	0.762	0.0	0.286	0.277	0
1380	0.837	0.214	9.66e-05	0.267	0.484	0
1381	0.0219	0.63	0.00108	0.881	0.684	0
1382	0.806	0.35	4.37e-06	0.241	0.347	0
1383	0.439	0.892	0.0	0.729	0.443	0
1384	0.881	0.764	3.34e-05	0.569	0.177	0
1385	0.0117	0.432	2.88e-05	0.334	0.761	0
1386	0.423	0.7	1.72e-06	0.283	0.425	0
1387	0.00922	0.453	5.11e-05	0.0827	0.678	0
1388	0.414	0.574	0.000213	0.125	0.51	0
1389	0.705	0.894	0.0033	0.818	0.161	0
1390	0.368	0.717	1.93e-05	0.825	0.844	0
1391	0.289	0.712	0.0	0.718	0.625	0
1392	0.138	0.768	0.00128	0.692	0.743	0
1393	0.909	0.489	0.0	0.625	0.173	0
1394	0.508	0.597	0.0	0.516	0.575	0
1395	0.772	0.598	4.91e-06	0.377	0.515	0
1396	0.286	0.616	0.0	0.47	0.387	0
1397	0.0805	0.766	0.765	0.378	0.602	0
1398	0.804	0.792	1.3e-05	0.33	0.15	0
1399	0.805	0.709	0.0	0.584	0.29	0
1400	0.858	0.679	0.000102	0.114	0.126	0
1401	0.175	0.581	5.57e-05	0.506	0.312	0
1402	0.578	0.652	7.49e-06	0.284	0.512	0
1403	0.654	0.73	7.51e-05	0.401	0.418	0
1404	0.663	0.719	0.000886	0.354	0.478	0
1405	0.827	0.524	0.0	0.296	0.392	0
1406	0.503	0.41	0.0	0.342	0.648	0
1407	0.947	0.483	0.0	0.162	0.199	0
1408	0.461	0.59	0.0562	0.731	0.568	0
1409	0.302	0.696	0.0	0.471	0.521	0
1410	0.0752	0.504	0.0	0.564	0.705	0
1411	0.358	0.894	0.000487	0.413	0.284	0
1412	0.361	0.653	0.00012	0.181	0.409	0
1413	0.331	0.889	8.67e-06	0.31	0.393	0
1414	0.0451	0.592	0.0	0.299	0.701	0
1415	0.0242	0.589	0.0	0.254	0.658	0
1416	0.00375	0.7	0.0	0.513	0.693	0
1417	0.0415	0.37	0.0	0.334	0.87	0
1418	0.214	0.523	0.0	0.312	0.783	0
1419	0.00895	0.434	0.0	0.393	0.785	0
1420	0.0123	0.481	0.0	0.399	0.716	0
1421	0.00612	0.729	0.0	0.35	0.838	0
1422	0.00589	0.662	0.0	0.448	0.808	0
1423	0.00184	0.541	0.0	0.298	0.609	0
1424	0.0084	0.629	0.0	0.159	0.7	0
1425	0.0273	0.501	0.0	0.615	0.775	0
1426	0.00755	0.54	0.0	0.516	0.82	0
1427	0.0171	0.801	0.000946	0.703	0.642	0
1428	0.033	0.707	0.205	0.403	0.929	0
1429	0.306	0.696	7.72e-06	0.16	0.795	0
1430	0.00551	0.562	0.805	0.679	0.885	0
1431	0.0171	0.47	0.143	0.335	0.863	0
1432	0.0227	0.726	0.379	0.706	0.929	0
1433	0.00121	0.984	0.0539	0.331	0.941	0
1434	0.135	0.72	0.812	0.323	0.643	0
1435	0.00613	0.473	0.00023	0.278	0.885	0
1436	0.00101	0.466	0.0	0.598	0.943	0
1437	0.588	0.614	0.0	0.554	0.792	0
1438	0.00433	0.775	0.346	0.682	0.883	0
1439	0.0362	0.67	0.881	0.0348	0.792	0
1440	0.643	0.549	1.38e-06	0.523	0.816	0
1441	0.00145	0.715	0.468	0.307	0.964	0
1442	0.0771	0.466	2.89e-06	0.353	0.849	0
1443	0.000679	0.503	0.542	0.615	0.989	0
1444	0.00518	0.718	0.477	0.328	0.944	0
1445	0.0987	0.443	9.35e-06	0.423	0.727	0
1446	0.00576	0.396	0.000424	0.122	0.821	0
1447	0.044	0.597	2.96e-05	0.479	0.832	0
1448	0.291	0.675	0.00724	0.428	0.929	0
1449	0.0256	0.559	2.61e-06	0.474	0.854	0
1450	0.0235	0.714	0.00697	0.692	0.851	0
1451	0.325	0.531	0.0	0.454	0.769	0
1452	0.149	0.738	0.00157	0.401	0.646	0
1453	0.0214	0.587	0.698	0.201	0.772	0
1454	0.316	0.519	0.0	0.629	0.829	0
1455	0.139	0.718	0.00103	0.304	0.89	0
1456	0.474	0.871	0.852	0.639	0.893	0
1457	0.108	0.641	0.0	0.174	0.676	0
1458	0.265	0.677	0.0	0.335	0.778	0
1459	0.158	0.633	0.0159	0.111	0.964	0
1460	0.0144	0.529	0.000255	0.403	0.739	0
1461	0.282	0.738	0.000543	0.53	0.818	0
1462	0.0238	0.303	3.84e-05	0.564	0.879	0
1463	0.128	0.617	0.00438	0.225	0.524	0
1464	0.056	0.164	0.0617	0.196	0.878	0
1465	0.00129	0.823	0.0494	0.473	0.815	0
1466	0.0165	0.597	0.145	0.206	0.952	0
1467	0.0705	0.71	0.0	0.579	0.884	0
1468	0.00931	0.715	0.109	0.679	0.989	0
1469	0.0126	0.604	0.0	0.209	0.796	0
1470	0.00173	0.548	3.56e-05	0.411	0.811	0
1471	0.0509	0.546	1.68e-05	0.188	0.737	0
1472	0.125	0.72	0.000476	0.508	0.746	0
1473	0.000817	0.68	0.621	0.338	0.941	0
1474	0.0143	0.626	0.0	0.217	0.748	0
1475	0.0107	0.723	0.772	0.382	0.784	0
1476	0.131	0.522	0.0209	0.263	0.86	0
1477	0.0533	0.599	0.0	0.811	0.667	0
1478	0.0521	0.719	0.0	0.694	0.657	0
1479	0.00461	0.615	0.00979	0.41	0.638	0
1480	0.00647	0.695	4.87e-06	0.923	0.818	0
1481	0.00064	0.375	0.0	0.5	0.93	0
1482	0.166	0.766	2.51e-06	0.655	0.771	0
1483	0.0105	0.615	0.0	0.443	0.564	0
1484	0.0121	0.692	6.59e-05	0.809	0.896	0
1485	0.0771	0.709	4.71e-06	0.706	0.782	0
1486	0.000569	0.624	1.54e-06	0.458	0.673	0
1487	0.101	0.867	0.0	0.777	0.487	0
1488	0.217	0.62	3.3e-06	0.465	0.713	0
1489	0.57	0.629	0.0	0.38	0.572	0
1490	0.00377	0.61	0.0	0.443	0.747	0
1491	0.0156	0.841	0.0654	0.673	0.639	0
1492	0.186	0.509	0.0	0.648	0.712	0
1493	0.00466	0.722	0.0	0.504	0.614	0
1494	0.0506	0.776	0.0	0.845	0.741	0
1495	0.127	0.698	0.0	0.462	0.882	0
1496	0.267	0.732	0.0	0.685	0.629	0
1497	0.242	0.592	0.0	0.647	0.763	0
1498	0.393	0.602	0.0	0.539	0.707	0
1499	0.0219	0.568	2.3e-05	0.044	0.69	0
1500	0.0913	0.769	0.0	0.501	0.631	0
1501	0.0261	0.555	0.0	0.195	0.645	0
1502	0.0909	0.583	2.02e-05	0.313	0.729	0
1503	0.0182	0.836	2.23e-05	0.531	0.71	0
1504	0.0018	0.598	0.000196	0.321	0.748	0
1505	0.00477	0.585	0.000155	0.273	0.614	0
1506	0.214	0.626	0.0	0.586	0.695	0
1507	0.0418	0.505	0.0	0.309	0.705	0
1508	0.48	0.414	0.0	0.322	0.469	0
1509	0.0234	0.556	0.0	0.263	0.802	0
1510	0.242	0.587	0.0	0.411	0.659	0
1511	0.559	0.628	0.0	0.447	0.694	0
1512	0.92	0.442	0.605	0.205	0.124	0
1513	0.89	0.475	0.0238	0.229	0.0588	0
1514	0.915	0.487	0.00353	0.23	0.135	0
1515	0.922	0.535	0.649	0.159	0.107	0
1516	0.941	0.349	0.819	0.15	0.227	0
1517	0.935	0.428	0.853	0.171	0.187	0
1518	0.859	0.456	0.475	0.171	0.257	0
1519	0.871	0.421	0.429	0.0718	0.0867	0
1520	0.95	0.34	0.927	0.0728	0.237	0
1521	0.973	0.478	0.939	0.235	0.0757	0
1522	0.854	0.46	0.885	0.16	0.141	0
1523	0.957	0.356	0.096	0.259	0.0937	0
1524	0.974	0.385	0.532	0.186	0.0562	0
1525	0.958	0.4	0.878	0.154	0.144	0
1526	0.967	0.296	0.804	0.066	0.0709	0
1527	0.914	0.425	0.921	0.227	0.136	0
1528	0.988	0.479	0.692	0.0728	0.146	0
1529	0.886	0.466	0.927	0.0877	0.0753	0
1530	0.986	0.371	0.937	0.276	0.0295	0
1531	0.94	0.317	0.298	0.155	0.0302	0
1532	0.946	0.505	0.0127	0.205	0.159	0
1533	0.929	0.55	0.828	0.296	0.249	0
1534	0.623	0.47	0.187	0.0591	0.156	0
1535	0.992	0.447	0.776	0.19	0.163	0
1536	0.921	0.445	0.884	0.22	0.223	0
1537	0.81	0.421	0.0021	0.155	0.0161	0
1538	0.99	0.326	0.887	0.311	0.0575	0
1539	0.87	0.446	0.497	0.176	0.242	0
1540	0.823	0.526	0.777	0.173	0.17	0
1541	0.965	0.445	0.915	0.172	0.0978	0
1542	0.924	0.533	0.932	0.103	0.148	0
1543	0.761	0.383	0.194	0.0999	0.131	0
1544	0.846	0.569	0.852	0.102	0.117	0
1545	0.961	0.484	0.474	0.38	0.0291	0
1546	0.986	0.388	0.956	0.192	0.0354	0
1547	0.857	0.364	0.635	0.0581	0.114	0
1548	0.967	0.539	0.168	0.257	0.0678	0
1549	0.971	0.45	0.88	0.0906	0.0437	0
1550	0.886	0.386	0.878	0.132	0.125	0
1551	0.868	0.42	0.587	0.108	0.105	0
1552	0.971	0.428	0.73	0.312	0.212	0
1553	0.96	0.32	0.904	0.0623	0.156	0
1554	0.96	0.411	0.925	0.0746	0.0416	0
1555	0.748	0.52	0.633	0.134	0.0748	0
1556	0.905	0.42	0.857	0.0513	0.0802	0
1557	0.912	0.399	0.623	0.0621	0.307	0
1558	0.937	0.428	0.658	0.221	0.3	0
1559	0.717	0.423	0.0075	0.19	0.158	0
1560	0.93	0.336	0.732	0.198	0.328	0
1561	0.903	0.257	0.134	0.19	0.216	0
1562	0.901	0.368	0.874	0.172	0.14	0
1563	0.195	0.323	0.694	0.0706	0.118	0
1564	0.978	0.575	0.452	0.289	0.0935	0
1565	0.91	0.421	0.415	0.183	0.0967	0
1566	0.936	0.358	0.34	0.246	0.16	0
1567	0.918	0.331	0.902	0.152	0.0861	0
1568	0.971	0.633	0.871	0.473	0.12	0
1569	0.899	0.461	0.015	0.121	0.0389	0
1570	0.827	0.458	0.805	0.125	0.217	0
1571	0.972	0.448	0.876	0.189	0.0532	0
1572	0.97	0.509	0.911	0.368	0.0461	0
1573	0.949	0.386	0.792	0.128	0.148	0
1574	0.973	0.407	0.0762	0.23	0.106	0
1575	0.967	0.384	0.964	0.301	0.0544	0
1576	0.978	0.514	0.00873	0.235	0.0814	0
1577	0.577	0.848	0.0543	0.622	0.465	0
1578	0.144	0.736	2.29e-06	0.89	0.616	0
1579	0.652	0.865	0.0161	0.879	0.548	0
1580	0.311	0.677	0.000144	0.561	0.738	0
1581	0.273	0.784	0.0107	0.85	0.587	0
1582	0.83	0.534	0.0	0.289	0.582	0
1583	0.826	0.876	0.0	0.932	0.301	0
1584	0.791	0.718	0.0	0.592	0.315	0
1585	0.0071	0.498	0.0	0.673	0.721	0
1586	0.0336	0.89	0.0	0.947	0.891	0
1587	0.649	0.603	0.0	0.441	0.355	0
1588	0.519	0.567	0.0	0.598	0.436	0
1589	0.147	0.554	7.27e-06	0.935	0.844	0
1590	0.461	0.873	1.22e-06	0.972	0.511	0
1591	0.741	0.941	1.06e-05	0.545	0.256	0
1592	0.809	0.802	0.0	0.722	0.288	0
1593	0.278	0.693	1.52e-06	0.851	0.578	0
1594	0.995	0.471	0.934	0.183	0.0148	0
1595	0.915	0.277	0.00654	0.0855	0.0156	0
1596	0.995	0.333	0.819	0.0857	0.0288	0
1597	0.971	0.338	0.328	0.205	0.0539	0
1598	0.953	0.156	0.338	0.0588	0.023	0
1599	0.993	0.294	0.912	0.199	0.142	0
1600	0.913	0.152	0.00204	0.0484	0.0626	0
1601	0.983	0.236	0.452	0.0559	0.0632	0
1602	0.951	0.173	0.526	0.0886	0.0619	0
1603	0.991	0.295	0.884	0.119	0.0918	0
1604	0.0841	0.757	0.0992	0.518	0.867	0
1605	0.0319	0.514	0.171	0.487	0.862	0
1606	0.0682	0.412	0.00739	0.239	0.83	0
1607	0.00623	0.654	0.404	0.281	0.728	0
1608	0.043	0.638	0.0	0.102	0.828	0
1609	0.0316	0.591	0.00203	0.16	0.881	0
1610	0.059	0.624	0.0142	0.292	0.732	0
1611	0.282	0.369	0.0	0.311	0.801	0
1612	0.0058	0.704	0.128	0.0727	0.962	0
1613	0.141	0.48	0.0	0.19	0.878	0
1614	0.0086	0.707	0.00839	0.354	0.471	0
1615	0.00732	0.623	0.16	0.247	0.975	0
1616	0.00837	0.184	0.167	0.213	0.871	0
1617	0.024	0.691	0.0412	0.617	0.951	0
1618	0.00259	0.66	0.0	0.167	0.652	0
1619	0.00338	0.569	0.958	0.113	0.896	0
1620	0.00689	0.798	0.0765	0.766	0.809	0
1621	0.475	0.539	0.104	0.211	0.936	0
1622	0.00695	0.583	0.0241	0.234	0.748	0
1623	0.0362	0.56	0.000963	0.577	0.916	0
1624	0.0144	0.507	0.0	0.406	0.665	0
